,datetime,true_aqi,predicted_aqi,city
534,2023-12-10 12:00:00,4,4,Chiang Mai
535,2023-12-10 12:00:00,4,4,Bangkok
536,2023-12-10 13:00:00,3,5,Bangkok
537,2023-12-10 13:00:00,4,4,Chiang Mai
538,2023-12-10 14:00:00,5,5,Bangkok
539,2023-12-10 14:00:00,4,4,Chiang Mai
540,2023-12-10 15:00:00,4,5,Bangkok
541,2023-12-10 15:00:00,4,4,Chiang Mai
542,2023-12-10 16:00:00,5,5,Chiang Mai
543,2023-12-10 16:00:00,5,5,Bangkok
545,2023-12-10 17:00:00,5,5,Chiang Mai
544,2023-12-10 17:00:00,5,5,Bangkok
546,2023-12-10 18:00:00,4,4,Chiang Mai
547,2023-12-10 18:00:00,5,5,Bangkok
548,2023-12-10 19:00:00,5,5,Bangkok
549,2023-12-10 19:00:00,3,2,Chiang Mai
550,2023-12-10 20:00:00,5,5,Chiang Mai
551,2023-12-10 20:00:00,5,5,Bangkok
552,2023-12-10 21:00:00,5,5,Bangkok
553,2023-12-10 21:00:00,5,5,Chiang Mai
554,2023-12-10 22:00:00,4,4,Chiang Mai
555,2023-12-10 22:00:00,4,4,Bangkok
557,2023-12-10 23:00:00,3,3,Chiang Mai
556,2023-12-10 23:00:00,5,5,Bangkok
559,2023-12-11 00:00:00,3,3,Bangkok
558,2023-12-11 00:00:00,4,4,Chiang Mai
560,2023-12-11 01:00:00,3,5,Bangkok
561,2023-12-11 01:00:00,5,5,Chiang Mai
562,2023-12-11 02:00:00,2,4,Chiang Mai
563,2023-12-11 02:00:00,5,5,Bangkok
564,2023-12-11 03:00:00,3,3,Bangkok
565,2023-12-11 03:00:00,5,5,Chiang Mai
566,2023-12-11 04:00:00,4,4,Chiang Mai
567,2023-12-11 04:00:00,4,5,Bangkok
568,2023-12-11 05:00:00,5,5,Chiang Mai
569,2023-12-11 05:00:00,4,4,Bangkok
571,2023-12-11 06:00:00,5,5,Bangkok
570,2023-12-11 06:00:00,5,4,Chiang Mai
572,2023-12-11 07:00:00,5,5,Chiang Mai
573,2023-12-11 07:00:00,5,5,Bangkok
574,2023-12-11 08:00:00,5,5,Chiang Mai
575,2023-12-11 08:00:00,5,5,Bangkok
576,2023-12-11 09:00:00,2,2,Chiang Mai
577,2023-12-11 09:00:00,4,4,Bangkok
578,2023-12-11 10:00:00,5,5,Chiang Mai
579,2023-12-11 10:00:00,5,5,Bangkok
580,2023-12-11 11:00:00,5,5,Chiang Mai
581,2023-12-11 11:00:00,4,5,Bangkok
583,2023-12-11 12:00:00,4,3,Bangkok
582,2023-12-11 12:00:00,5,5,Chiang Mai
584,2023-12-11 13:00:00,5,5,Bangkok
585,2023-12-11 13:00:00,5,5,Chiang Mai
586,2023-12-11 14:00:00,5,5,Bangkok
587,2023-12-11 14:00:00,4,4,Chiang Mai
588,2023-12-11 15:00:00,5,5,Chiang Mai
589,2023-12-11 15:00:00,3,3,Bangkok
590,2023-12-11 16:00:00,3,4,Chiang Mai
591,2023-12-11 16:00:00,3,3,Bangkok
592,2023-12-11 17:00:00,1,1,Chiang Mai
593,2023-12-11 17:00:00,3,3,Bangkok
595,2023-12-11 18:00:00,1,1,Bangkok
594,2023-12-11 18:00:00,5,5,Chiang Mai
596,2023-12-11 19:00:00,4,5,Chiang Mai
597,2023-12-11 19:00:00,5,5,Bangkok
598,2023-12-11 20:00:00,4,4,Chiang Mai
599,2023-12-11 20:00:00,5,5,Bangkok
600,2023-12-11 21:00:00,3,2,Chiang Mai
601,2023-12-11 21:00:00,5,5,Bangkok
602,2023-12-11 22:00:00,5,5,Chiang Mai
603,2023-12-11 22:00:00,5,4,Bangkok
604,2023-12-11 23:00:00,5,5,Chiang Mai
605,2023-12-11 23:00:00,4,4,Bangkok
606,2023-12-12 00:00:00,5,5,Bangkok
607,2023-12-12 00:00:00,4,5,Chiang Mai
609,2023-12-12 01:00:00,5,5,Bangkok
608,2023-12-12 01:00:00,5,5,Chiang Mai
611,2023-12-12 02:00:00,5,5,Bangkok
610,2023-12-12 02:00:00,5,5,Chiang Mai
612,2023-12-12 03:00:00,5,5,Chiang Mai
613,2023-12-12 03:00:00,2,2,Bangkok
614,2023-12-12 04:00:00,4,4,Bangkok
615,2023-12-12 04:00:00,5,5,Chiang Mai
616,2023-12-12 05:00:00,5,5,Chiang Mai
617,2023-12-12 05:00:00,3,4,Bangkok
618,2023-12-12 06:00:00,4,4,Chiang Mai
619,2023-12-12 06:00:00,5,5,Bangkok
620,2023-12-12 07:00:00,5,5,Chiang Mai
621,2023-12-12 07:00:00,5,5,Bangkok
623,2023-12-12 08:00:00,2,2,Chiang Mai
622,2023-12-12 08:00:00,4,5,Bangkok
624,2023-12-12 09:00:00,5,5,Chiang Mai
625,2023-12-12 09:00:00,5,5,Bangkok
626,2023-12-12 10:00:00,5,5,Chiang Mai
627,2023-12-12 10:00:00,4,4,Bangkok
628,2023-12-12 11:00:00,4,4,Chiang Mai
629,2023-12-12 11:00:00,4,4,Bangkok
630,2023-12-12 12:00:00,3,3,Chiang Mai
631,2023-12-12 12:00:00,3,3,Bangkok
632,2023-12-12 13:00:00,5,5,Chiang Mai
633,2023-12-12 13:00:00,5,5,Bangkok
634,2023-12-12 14:00:00,5,5,Chiang Mai
635,2023-12-12 14:00:00,3,3,Bangkok
637,2023-12-12 15:00:00,5,4,Bangkok
636,2023-12-12 15:00:00,5,5,Chiang Mai
638,2023-12-12 16:00:00,5,5,Bangkok
639,2023-12-12 16:00:00,4,4,Chiang Mai
640,2023-12-12 17:00:00,3,3,Chiang Mai
641,2023-12-12 17:00:00,1,2,Bangkok
642,2023-12-12 18:00:00,5,5,Chiang Mai
643,2023-12-12 18:00:00,5,5,Bangkok
644,2023-12-12 19:00:00,3,4,Chiang Mai
645,2023-12-12 19:00:00,5,5,Bangkok
646,2023-12-12 20:00:00,4,5,Bangkok
647,2023-12-12 20:00:00,2,2,Chiang Mai
649,2023-12-12 21:00:00,4,4,Bangkok
648,2023-12-12 21:00:00,5,5,Chiang Mai
650,2023-12-12 22:00:00,5,5,Chiang Mai
651,2023-12-12 22:00:00,5,5,Bangkok
652,2023-12-12 23:00:00,4,5,Chiang Mai
653,2023-12-12 23:00:00,4,3,Bangkok
654,2023-12-13 00:00:00,3,3,Chiang Mai
655,2023-12-13 00:00:00,4,5,Bangkok
656,2023-12-13 01:00:00,5,5,Chiang Mai
657,2023-12-13 01:00:00,4,5,Bangkok
658,2023-12-13 02:00:00,3,4,Chiang Mai
659,2023-12-13 02:00:00,5,5,Bangkok
661,2023-12-13 03:00:00,4,3,Bangkok
660,2023-12-13 03:00:00,5,5,Chiang Mai
663,2023-12-13 04:00:00,5,5,Bangkok
662,2023-12-13 04:00:00,2,2,Chiang Mai
664,2023-12-13 05:00:00,5,5,Chiang Mai
665,2023-12-13 05:00:00,5,5,Bangkok
666,2023-12-13 06:00:00,4,4,Chiang Mai
667,2023-12-13 06:00:00,2,2,Bangkok
668,2023-12-13 07:00:00,4,5,Chiang Mai
669,2023-12-13 07:00:00,5,5,Bangkok
670,2023-12-13 08:00:00,5,5,Bangkok
671,2023-12-13 08:00:00,4,4,Chiang Mai
672,2023-12-13 09:00:00,3,3,Chiang Mai
673,2023-12-13 09:00:00,5,5,Bangkok
674,2023-12-13 10:00:00,5,5,Chiang Mai
675,2023-12-13 10:00:00,5,4,Bangkok
677,2023-12-13 11:00:00,5,5,Bangkok
676,2023-12-13 11:00:00,5,5,Chiang Mai
678,2023-12-13 12:00:00,5,5,Chiang Mai
679,2023-12-13 12:00:00,4,4,Bangkok
680,2023-12-13 13:00:00,5,5,Chiang Mai
681,2023-12-13 13:00:00,5,5,Bangkok
682,2023-12-13 14:00:00,5,5,Chiang Mai
683,2023-12-13 14:00:00,4,4,Bangkok
684,2023-12-13 15:00:00,5,5,Chiang Mai
685,2023-12-13 15:00:00,5,5,Bangkok
686,2023-12-13 16:00:00,4,4,Bangkok
687,2023-12-13 16:00:00,4,4,Chiang Mai
689,2023-12-13 17:00:00,5,5,Bangkok
688,2023-12-13 17:00:00,3,4,Chiang Mai
690,2023-12-13 18:00:00,5,5,Chiang Mai
691,2023-12-13 18:00:00,4,4,Bangkok
692,2023-12-13 19:00:00,5,5,Chiang Mai
693,2023-12-13 19:00:00,5,5,Bangkok
694,2023-12-13 20:00:00,5,5,Chiang Mai
695,2023-12-13 20:00:00,5,5,Bangkok
696,2023-12-13 21:00:00,5,5,Chiang Mai
697,2023-12-13 21:00:00,4,4,Bangkok
698,2023-12-13 22:00:00,5,5,Chiang Mai
699,2023-12-13 22:00:00,5,5,Bangkok
701,2023-12-13 23:00:00,4,4,Bangkok
700,2023-12-13 23:00:00,3,3,Chiang Mai
702,2023-12-14 00:00:00,5,5,Bangkok
703,2023-12-14 00:00:00,4,4,Chiang Mai
704,2023-12-14 01:00:00,3,4,Chiang Mai
705,2023-12-14 01:00:00,3,3,Bangkok
706,2023-12-14 02:00:00,4,4,Chiang Mai
707,2023-12-14 02:00:00,5,5,Bangkok
708,2023-12-14 03:00:00,5,5,Chiang Mai
709,2023-12-14 03:00:00,4,4,Bangkok
711,2023-12-14 04:00:00,5,5,Chiang Mai
710,2023-12-14 04:00:00,3,3,Bangkok
713,2023-12-14 05:00:00,3,3,Bangkok
712,2023-12-14 05:00:00,4,4,Chiang Mai
714,2023-12-14 06:00:00,5,5,Chiang Mai
715,2023-12-14 06:00:00,5,5,Bangkok
716,2023-12-14 07:00:00,5,2,Chiang Mai
717,2023-12-14 07:00:00,5,5,Bangkok
718,2023-12-14 08:00:00,5,5,Chiang Mai
719,2023-12-14 08:00:00,3,2,Bangkok
720,2023-12-14 09:00:00,3,4,Chiang Mai
721,2023-12-14 09:00:00,3,5,Bangkok
722,2023-12-14 10:00:00,5,5,Chiang Mai
723,2023-12-14 10:00:00,4,4,Bangkok
725,2023-12-14 11:00:00,2,2,Bangkok
724,2023-12-14 11:00:00,5,5,Chiang Mai
726,2023-12-14 12:00:00,3,5,Chiang Mai
727,2023-12-14 12:00:00,4,4,Bangkok
728,2023-12-14 13:00:00,4,3,Chiang Mai
729,2023-12-14 13:00:00,5,5,Bangkok
730,2023-12-14 14:00:00,5,5,Chiang Mai
731,2023-12-14 14:00:00,4,4,Bangkok
732,2023-12-14 15:00:00,5,5,Chiang Mai
733,2023-12-14 15:00:00,5,5,Bangkok
734,2023-12-14 16:00:00,5,5,Chiang Mai
735,2023-12-14 16:00:00,4,4,Bangkok
737,2023-12-14 17:00:00,5,5,Bangkok
736,2023-12-14 17:00:00,5,5,Chiang Mai
738,2023-12-14 18:00:00,5,5,Chiang Mai
739,2023-12-14 18:00:00,5,5,Bangkok
740,2023-12-14 19:00:00,5,5,Chiang Mai
741,2023-12-14 19:00:00,5,5,Bangkok
742,2023-12-14 20:00:00,5,5,Chiang Mai
743,2023-12-14 20:00:00,4,5,Bangkok
744,2023-12-14 21:00:00,5,5,Chiang Mai
745,2023-12-14 21:00:00,4,4,Bangkok
746,2023-12-14 22:00:00,3,3,Chiang Mai
747,2023-12-14 22:00:00,1,2,Bangkok
749,2023-12-14 23:00:00,3,4,Bangkok
748,2023-12-14 23:00:00,5,5,Chiang Mai
750,2023-12-15 00:00:00,3,3,Chiang Mai
751,2023-12-15 00:00:00,4,4,Bangkok
752,2023-12-15 01:00:00,5,5,Chiang Mai
753,2023-12-15 01:00:00,2,1,Bangkok
754,2023-12-15 02:00:00,5,5,Chiang Mai
755,2023-12-15 02:00:00,1,1,Bangkok
756,2023-12-15 03:00:00,4,4,Chiang Mai
757,2023-12-15 03:00:00,5,5,Bangkok
758,2023-12-15 04:00:00,5,5,Chiang Mai
759,2023-12-15 04:00:00,5,5,Bangkok
760,2023-12-15 05:00:00,2,4,Chiang Mai
761,2023-12-15 05:00:00,5,5,Bangkok
763,2023-12-15 06:00:00,4,4,Bangkok
762,2023-12-15 06:00:00,5,5,Chiang Mai
764,2023-12-15 07:00:00,5,5,Chiang Mai
765,2023-12-15 07:00:00,4,4,Bangkok
766,2023-12-15 08:00:00,5,4,Chiang Mai
767,2023-12-15 08:00:00,5,5,Bangkok
768,2023-12-15 09:00:00,5,5,Chiang Mai
769,2023-12-15 09:00:00,1,3,Bangkok
770,2023-12-15 10:00:00,2,3,Chiang Mai
771,2023-12-15 10:00:00,5,4,Bangkok
772,2023-12-15 11:00:00,5,5,Chiang Mai
773,2023-12-15 11:00:00,5,5,Bangkok
775,2023-12-15 12:00:00,5,5,Bangkok
774,2023-12-15 12:00:00,3,4,Chiang Mai
776,2023-12-15 13:00:00,5,5,Chiang Mai
777,2023-12-15 13:00:00,3,5,Bangkok
778,2023-12-15 14:00:00,5,5,Chiang Mai
779,2023-12-15 14:00:00,5,5,Bangkok
780,2023-12-15 15:00:00,2,3,Chiang Mai
781,2023-12-15 15:00:00,4,4,Bangkok
782,2023-12-15 16:00:00,5,5,Bangkok
783,2023-12-15 16:00:00,2,2,Chiang Mai
784,2023-12-15 17:00:00,2,5,Chiang Mai
785,2023-12-15 17:00:00,5,5,Bangkok
787,2023-12-15 18:00:00,4,4,Bangkok
786,2023-12-15 18:00:00,5,5,Chiang Mai
788,2023-12-15 19:00:00,3,3,Chiang Mai
789,2023-12-15 19:00:00,4,3,Bangkok
790,2023-12-15 20:00:00,5,5,Bangkok
791,2023-12-15 20:00:00,5,5,Chiang Mai
792,2023-12-15 21:00:00,5,5,Chiang Mai
793,2023-12-15 21:00:00,4,4,Bangkok
794,2023-12-15 22:00:00,3,4,Chiang Mai
795,2023-12-15 22:00:00,4,4,Bangkok
796,2023-12-15 23:00:00,3,3,Chiang Mai
797,2023-12-15 23:00:00,5,4,Bangkok
799,2023-12-16 00:00:00,5,5,Chiang Mai
798,2023-12-16 00:00:00,4,4,Bangkok
800,2023-12-16 01:00:00,5,5,Chiang Mai
801,2023-12-16 01:00:00,4,4,Bangkok
802,2023-12-16 02:00:00,5,5,Chiang Mai
803,2023-12-16 02:00:00,5,5,Bangkok
804,2023-12-16 03:00:00,3,3,Chiang Mai
805,2023-12-16 03:00:00,5,5,Bangkok
806,2023-12-16 04:00:00,4,5,Bangkok
807,2023-12-16 04:00:00,5,5,Chiang Mai
808,2023-12-16 05:00:00,5,5,Chiang Mai
809,2023-12-16 05:00:00,5,5,Bangkok
811,2023-12-16 06:00:00,5,5,Bangkok
810,2023-12-16 06:00:00,5,5,Chiang Mai
813,2023-12-16 07:00:00,4,4,Bangkok
812,2023-12-16 07:00:00,4,4,Chiang Mai
814,2023-12-16 08:00:00,5,5,Bangkok
815,2023-12-16 08:00:00,4,4,Chiang Mai
816,2023-12-16 09:00:00,4,2,Bangkok
817,2023-12-16 09:00:00,3,3,Chiang Mai
818,2023-12-16 10:00:00,5,5,Bangkok
819,2023-12-16 10:00:00,3,3,Chiang Mai
820,2023-12-16 11:00:00,2,2,Bangkok
821,2023-12-16 11:00:00,3,3,Chiang Mai
822,2023-12-16 12:00:00,5,5,Bangkok
823,2023-12-16 12:00:00,3,3,Chiang Mai
824,2023-12-16 13:00:00,5,5,Bangkok
825,2023-12-16 13:00:00,4,4,Chiang Mai
827,2023-12-16 14:00:00,2,2,Chiang Mai
826,2023-12-16 14:00:00,5,5,Bangkok
828,2023-12-16 15:00:00,2,3,Bangkok
829,2023-12-16 15:00:00,5,5,Chiang Mai
830,2023-12-16 16:00:00,4,4,Bangkok
831,2023-12-16 16:00:00,4,4,Chiang Mai
832,2023-12-16 17:00:00,4,4,Bangkok
833,2023-12-16 17:00:00,4,4,Chiang Mai
834,2023-12-16 18:00:00,5,5,Bangkok
835,2023-12-16 18:00:00,5,5,Chiang Mai
836,2023-12-16 19:00:00,4,4,Bangkok
837,2023-12-16 19:00:00,5,5,Chiang Mai
839,2023-12-16 20:00:00,3,3,Chiang Mai
838,2023-12-16 20:00:00,5,5,Bangkok
840,2023-12-16 21:00:00,5,5,Bangkok
841,2023-12-16 21:00:00,3,3,Chiang Mai
842,2023-12-16 22:00:00,5,5,Bangkok
843,2023-12-16 22:00:00,5,5,Chiang Mai
844,2023-12-16 23:00:00,4,4,Chiang Mai
845,2023-12-16 23:00:00,5,5,Bangkok
846,2023-12-17 00:00:00,5,5,Chiang Mai
847,2023-12-17 00:00:00,4,4,Bangkok
848,2023-12-17 01:00:00,5,5,Chiang Mai
849,2023-12-17 01:00:00,4,3,Bangkok
851,2023-12-17 02:00:00,5,5,Bangkok
850,2023-12-17 02:00:00,5,5,Chiang Mai
852,2023-12-17 03:00:00,5,5,Chiang Mai
853,2023-12-17 03:00:00,2,4,Bangkok
854,2023-12-17 04:00:00,5,5,Bangkok
855,2023-12-17 04:00:00,4,3,Chiang Mai
856,2023-12-17 05:00:00,5,5,Chiang Mai
857,2023-12-17 05:00:00,5,5,Bangkok
858,2023-12-17 06:00:00,4,5,Chiang Mai
859,2023-12-17 06:00:00,5,5,Bangkok
861,2023-12-17 07:00:00,5,5,Bangkok
860,2023-12-17 07:00:00,4,4,Chiang Mai
863,2023-12-17 08:00:00,5,5,Chiang Mai
862,2023-12-17 08:00:00,5,5,Bangkok
864,2023-12-17 09:00:00,3,2,Chiang Mai
865,2023-12-17 09:00:00,5,5,Bangkok
866,2023-12-17 10:00:00,5,5,Chiang Mai
867,2023-12-17 10:00:00,5,5,Bangkok
868,2023-12-17 11:00:00,1,4,Chiang Mai
869,2023-12-17 11:00:00,4,4,Bangkok
870,2023-12-17 12:00:00,5,5,Bangkok
871,2023-12-17 12:00:00,5,5,Chiang Mai
872,2023-12-17 13:00:00,5,5,Chiang Mai
873,2023-12-17 13:00:00,5,5,Bangkok
875,2023-12-17 14:00:00,5,5,Bangkok
874,2023-12-17 14:00:00,5,5,Chiang Mai
876,2023-12-17 15:00:00,4,4,Chiang Mai
877,2023-12-17 15:00:00,5,5,Bangkok
878,2023-12-17 16:00:00,2,2,Chiang Mai
879,2023-12-17 16:00:00,4,3,Bangkok
880,2023-12-17 17:00:00,5,5,Chiang Mai
881,2023-12-17 17:00:00,3,3,Bangkok
882,2023-12-17 18:00:00,3,3,Chiang Mai
883,2023-12-17 18:00:00,4,4,Bangkok
884,2023-12-17 19:00:00,5,5,Chiang Mai
885,2023-12-17 19:00:00,4,4,Bangkok
887,2023-12-17 20:00:00,3,2,Bangkok
886,2023-12-17 20:00:00,4,5,Chiang Mai
888,2023-12-17 21:00:00,2,5,Chiang Mai
889,2023-12-17 21:00:00,4,4,Bangkok
890,2023-12-17 22:00:00,5,5,Chiang Mai
891,2023-12-17 22:00:00,5,5,Bangkok
892,2023-12-17 23:00:00,5,4,Chiang Mai
893,2023-12-17 23:00:00,5,5,Bangkok
894,2023-12-18 00:00:00,4,4,Bangkok
895,2023-12-18 00:00:00,5,5,Chiang Mai
896,2023-12-18 01:00:00,5,5,Chiang Mai
897,2023-12-18 01:00:00,4,4,Bangkok
899,2023-12-18 02:00:00,5,5,Bangkok
898,2023-12-18 02:00:00,5,5,Chiang Mai
900,2023-12-18 03:00:00,4,4,Chiang Mai
901,2023-12-18 03:00:00,1,1,Bangkok
902,2023-12-18 04:00:00,3,3,Bangkok
903,2023-12-18 04:00:00,4,5,Chiang Mai
904,2023-12-18 05:00:00,4,4,Chiang Mai
905,2023-12-18 05:00:00,5,5,Bangkok
906,2023-12-18 06:00:00,5,5,Chiang Mai
907,2023-12-18 06:00:00,5,5,Bangkok
908,2023-12-18 07:00:00,4,4,Chiang Mai
909,2023-12-18 07:00:00,4,4,Bangkok
910,2023-12-18 08:00:00,2,5,Chiang Mai
911,2023-12-18 08:00:00,5,5,Bangkok
913,2023-12-18 09:00:00,3,3,Bangkok
912,2023-12-18 09:00:00,5,5,Chiang Mai
914,2023-12-18 10:00:00,5,4,Chiang Mai
915,2023-12-18 10:00:00,4,4,Bangkok
916,2023-12-18 11:00:00,3,3,Chiang Mai
917,2023-12-18 11:00:00,4,4,Bangkok
918,2023-12-18 12:00:00,5,5,Chiang Mai
919,2023-12-18 12:00:00,2,3,Bangkok
920,2023-12-18 13:00:00,4,4,Chiang Mai
921,2023-12-18 13:00:00,5,5,Bangkok
922,2023-12-18 14:00:00,5,5,Chiang Mai
923,2023-12-18 14:00:00,3,3,Bangkok
925,2023-12-18 15:00:00,4,5,Bangkok
924,2023-12-18 15:00:00,4,4,Chiang Mai
926,2023-12-18 16:00:00,4,5,Chiang Mai
927,2023-12-18 16:00:00,5,5,Bangkok
928,2023-12-18 17:00:00,5,5,Chiang Mai
929,2023-12-18 17:00:00,5,5,Bangkok
930,2023-12-18 18:00:00,5,5,Chiang Mai
931,2023-12-18 18:00:00,4,5,Bangkok
932,2023-12-18 19:00:00,5,5,Chiang Mai
933,2023-12-18 19:00:00,5,5,Bangkok
934,2023-12-18 20:00:00,2,5,Chiang Mai
935,2023-12-18 20:00:00,5,5,Bangkok
937,2023-12-18 21:00:00,5,5,Bangkok
936,2023-12-18 21:00:00,5,5,Chiang Mai
938,2023-12-18 22:00:00,4,4,Chiang Mai
939,2023-12-18 22:00:00,5,5,Bangkok
940,2023-12-18 23:00:00,5,5,Chiang Mai
941,2023-12-18 23:00:00,4,4,Bangkok
942,2023-12-19 00:00:00,5,5,Chiang Mai
943,2023-12-19 00:00:00,4,4,Bangkok
944,2023-12-19 01:00:00,5,5,Chiang Mai
945,2023-12-19 01:00:00,5,5,Bangkok
946,2023-12-19 02:00:00,5,5,Chiang Mai
947,2023-12-19 02:00:00,5,5,Bangkok
949,2023-12-19 03:00:00,5,5,Chiang Mai
948,2023-12-19 03:00:00,5,5,Bangkok
950,2023-12-19 04:00:00,1,1,Bangkok
951,2023-12-19 04:00:00,5,5,Chiang Mai
952,2023-12-19 05:00:00,5,5,Bangkok
953,2023-12-19 05:00:00,5,5,Chiang Mai
954,2023-12-19 06:00:00,4,5,Bangkok
955,2023-12-19 06:00:00,5,5,Chiang Mai
956,2023-12-19 07:00:00,4,5,Bangkok
957,2023-12-19 07:00:00,1,1,Chiang Mai
958,2023-12-19 08:00:00,1,1,Bangkok
959,2023-12-19 08:00:00,5,5,Chiang Mai
961,2023-12-19 09:00:00,2,2,Chiang Mai
960,2023-12-19 09:00:00,5,5,Bangkok
963,2023-12-19 10:00:00,5,5,Chiang Mai
962,2023-12-19 10:00:00,4,2,Bangkok
964,2023-12-19 11:00:00,2,2,Bangkok
965,2023-12-19 11:00:00,2,2,Chiang Mai
966,2023-12-19 12:00:00,3,4,Bangkok
967,2023-12-19 12:00:00,5,3,Chiang Mai
968,2023-12-19 13:00:00,3,5,Bangkok
969,2023-12-19 13:00:00,3,3,Chiang Mai
970,2023-12-19 14:00:00,3,4,Bangkok
971,2023-12-19 14:00:00,5,5,Chiang Mai
972,2023-12-19 15:00:00,2,2,Chiang Mai
973,2023-12-19 15:00:00,5,5,Bangkok
975,2023-12-19 16:00:00,3,3,Bangkok
974,2023-12-19 16:00:00,2,3,Chiang Mai
976,2023-12-19 17:00:00,2,2,Chiang Mai
977,2023-12-19 17:00:00,5,5,Bangkok
978,2023-12-19 18:00:00,2,2,Chiang Mai
979,2023-12-19 18:00:00,2,5,Bangkok
980,2023-12-19 19:00:00,3,3,Chiang Mai
981,2023-12-19 19:00:00,5,5,Bangkok
982,2023-12-19 20:00:00,5,4,Bangkok
983,2023-12-19 20:00:00,3,3,Chiang Mai
984,2023-12-19 21:00:00,5,5,Chiang Mai
985,2023-12-19 21:00:00,5,5,Bangkok
987,2023-12-19 22:00:00,2,2,Bangkok
986,2023-12-19 22:00:00,5,5,Chiang Mai
988,2023-12-19 23:00:00,5,5,Chiang Mai
989,2023-12-19 23:00:00,5,5,Bangkok
990,2023-12-20 00:00:00,5,5,Chiang Mai
991,2023-12-20 00:00:00,2,4,Bangkok
992,2023-12-20 01:00:00,4,5,Chiang Mai
993,2023-12-20 01:00:00,3,4,Bangkok
994,2023-12-20 02:00:00,1,2,Chiang Mai
995,2023-12-20 02:00:00,5,5,Bangkok
996,2023-12-20 03:00:00,2,2,Chiang Mai
997,2023-12-20 03:00:00,5,5,Bangkok
999,2023-12-20 04:00:00,5,5,Bangkok
998,2023-12-20 04:00:00,4,4,Chiang Mai
1000,2023-12-20 05:00:00,5,5,Chiang Mai
1001,2023-12-20 05:00:00,5,5,Bangkok
1002,2023-12-20 06:00:00,2,2,Chiang Mai
1003,2023-12-20 06:00:00,3,5,Bangkok
1004,2023-12-20 07:00:00,5,5,Chiang Mai
1005,2023-12-20 07:00:00,4,5,Bangkok
1006,2023-12-20 08:00:00,5,5,Chiang Mai
1007,2023-12-20 08:00:00,5,5,Bangkok
1008,2023-12-20 09:00:00,5,3,Chiang Mai
1009,2023-12-20 09:00:00,5,5,Bangkok
1010,2023-12-20 10:00:00,5,5,Chiang Mai
1011,2023-12-20 10:00:00,3,3,Bangkok
1012,2023-12-20 11:00:00,5,5,Chiang Mai
1013,2023-12-20 11:00:00,4,4,Bangkok
1015,2023-12-20 12:00:00,5,5,Bangkok
1014,2023-12-20 12:00:00,4,5,Chiang Mai
1016,2023-12-20 13:00:00,4,4,Chiang Mai
1017,2023-12-20 13:00:00,4,4,Bangkok
1018,2023-12-20 14:00:00,5,5,Chiang Mai
1019,2023-12-20 14:00:00,5,5,Bangkok
1020,2023-12-20 15:00:00,4,4,Chiang Mai
1021,2023-12-20 15:00:00,4,4,Bangkok
1022,2023-12-20 16:00:00,5,5,Bangkok
1023,2023-12-20 16:00:00,4,4,Chiang Mai
1024,2023-12-20 17:00:00,4,4,Bangkok
1025,2023-12-20 17:00:00,4,4,Chiang Mai
1027,2023-12-20 18:00:00,4,4,Chiang Mai
1026,2023-12-20 18:00:00,5,5,Bangkok
1028,2023-12-20 19:00:00,5,5,Bangkok
1029,2023-12-20 19:00:00,5,5,Chiang Mai
1030,2023-12-20 20:00:00,5,5,Bangkok
1031,2023-12-20 20:00:00,5,5,Chiang Mai
1032,2023-12-20 21:00:00,3,4,Bangkok
1033,2023-12-20 21:00:00,2,1,Chiang Mai
1034,2023-12-20 22:00:00,5,2,Bangkok
1035,2023-12-20 22:00:00,4,4,Chiang Mai
1036,2023-12-20 23:00:00,5,5,Chiang Mai
1037,2023-12-20 23:00:00,5,5,Bangkok
1039,2023-12-21 00:00:00,3,5,Bangkok
1038,2023-12-21 00:00:00,4,4,Chiang Mai
1040,2023-12-21 01:00:00,5,5,Chiang Mai
1041,2023-12-21 01:00:00,4,4,Bangkok
1042,2023-12-21 02:00:00,3,3,Chiang Mai
1043,2023-12-21 02:00:00,5,5,Bangkok
1044,2023-12-21 03:00:00,4,4,Chiang Mai
1045,2023-12-21 03:00:00,4,4,Bangkok
1046,2023-12-21 04:00:00,4,3,Chiang Mai
1047,2023-12-21 04:00:00,4,5,Bangkok
1048,2023-12-21 05:00:00,5,5,Chiang Mai
1049,2023-12-21 05:00:00,5,5,Bangkok
1051,2023-12-21 06:00:00,4,3,Bangkok
1050,2023-12-21 06:00:00,5,5,Chiang Mai
1052,2023-12-21 07:00:00,5,5,Chiang Mai
1053,2023-12-21 07:00:00,3,3,Bangkok
1054,2023-12-21 08:00:00,4,4,Chiang Mai
1055,2023-12-21 08:00:00,5,5,Bangkok
1056,2023-12-21 09:00:00,5,4,Chiang Mai
1057,2023-12-21 09:00:00,5,5,Bangkok
1058,2023-12-21 10:00:00,3,5,Chiang Mai
1059,2023-12-21 10:00:00,3,3,Bangkok
1060,2023-12-21 11:00:00,5,5,Chiang Mai
1061,2023-12-21 11:00:00,2,2,Bangkok
1062,2023-12-21 12:00:00,5,5,Bangkok
1063,2023-12-21 12:00:00,5,5,Chiang Mai
1065,2023-12-21 13:00:00,5,4,Chiang Mai
1064,2023-12-21 13:00:00,2,2,Bangkok
1066,2023-12-21 14:00:00,5,5,Bangkok
1067,2023-12-21 14:00:00,3,3,Chiang Mai
