,datetime,true_aqi,predicted_aqi,city
5999,2024-04-03 08:00:00,4,4,Chiang Mai
6000,2024-04-03 09:00:00,3,3,Bangkok
6001,2024-04-03 09:00:00,2,2,Chiang Mai
6002,2024-04-03 10:00:00,4,4,Bangkok
6003,2024-04-03 10:00:00,3,3,Chiang Mai
6004,2024-04-03 11:00:00,3,3,Bangkok
6005,2024-04-03 11:00:00,5,5,Chiang Mai
6007,2024-04-03 12:00:00,4,5,Chiang Mai
6006,2024-04-03 12:00:00,4,4,Bangkok
6008,2024-04-03 13:00:00,4,4,Bangkok
6009,2024-04-03 13:00:00,5,4,Chiang Mai
6010,2024-04-03 14:00:00,5,5,Bangkok
6011,2024-04-03 14:00:00,5,5,Chiang Mai
6012,2024-04-03 15:00:00,5,5,Bangkok
6013,2024-04-03 15:00:00,2,2,Chiang Mai
6014,2024-04-03 16:00:00,3,3,Bangkok
6015,2024-04-03 16:00:00,3,3,Chiang Mai
6016,2024-04-03 17:00:00,5,5,Bangkok
6017,2024-04-03 17:00:00,5,5,Chiang Mai
6019,2024-04-03 18:00:00,4,4,Chiang Mai
6018,2024-04-03 18:00:00,5,5,Bangkok
6020,2024-04-03 19:00:00,4,4,Bangkok
6021,2024-04-03 19:00:00,5,5,Chiang Mai
6022,2024-04-03 20:00:00,4,4,Bangkok
6023,2024-04-03 20:00:00,5,5,Chiang Mai
6024,2024-04-03 21:00:00,5,5,Bangkok
6025,2024-04-03 21:00:00,5,5,Chiang Mai
6026,2024-04-03 22:00:00,5,5,Bangkok
6027,2024-04-03 22:00:00,3,1,Chiang Mai
6028,2024-04-03 23:00:00,1,4,Bangkok
6029,2024-04-03 23:00:00,5,5,Chiang Mai
6031,2024-04-04 00:00:00,4,5,Chiang Mai
6030,2024-04-04 00:00:00,4,4,Bangkok
6032,2024-04-04 01:00:00,3,4,Bangkok
6033,2024-04-04 01:00:00,2,2,Chiang Mai
6034,2024-04-04 02:00:00,5,5,Bangkok
6035,2024-04-04 02:00:00,5,5,Chiang Mai
6036,2024-04-04 03:00:00,5,5,Bangkok
6037,2024-04-04 03:00:00,4,4,Chiang Mai
6038,2024-04-04 04:00:00,5,4,Bangkok
6039,2024-04-04 04:00:00,3,2,Chiang Mai
6041,2024-04-04 05:00:00,5,5,Chiang Mai
6040,2024-04-04 05:00:00,5,5,Bangkok
6043,2024-04-04 06:00:00,5,5,Chiang Mai
6042,2024-04-04 06:00:00,4,4,Bangkok
6044,2024-04-04 07:00:00,5,5,Bangkok
6045,2024-04-04 07:00:00,3,5,Chiang Mai
6046,2024-04-04 08:00:00,5,5,Bangkok
6047,2024-04-04 08:00:00,3,2,Chiang Mai
6048,2024-04-04 09:00:00,3,4,Bangkok
6049,2024-04-04 09:00:00,5,5,Chiang Mai
6050,2024-04-04 10:00:00,4,4,Bangkok
6051,2024-04-04 10:00:00,5,5,Chiang Mai
6052,2024-04-04 11:00:00,2,2,Bangkok
6053,2024-04-04 11:00:00,5,5,Chiang Mai
6055,2024-04-04 12:00:00,2,2,Chiang Mai
6054,2024-04-04 12:00:00,4,4,Bangkok
6056,2024-04-04 13:00:00,3,2,Bangkok
6057,2024-04-04 13:00:00,2,2,Chiang Mai
6058,2024-04-04 14:00:00,3,4,Bangkok
6059,2024-04-04 14:00:00,5,5,Chiang Mai
6060,2024-04-04 15:00:00,5,5,Bangkok
6061,2024-04-04 15:00:00,5,5,Chiang Mai
6062,2024-04-04 16:00:00,2,2,Bangkok
6063,2024-04-04 16:00:00,4,4,Chiang Mai
6064,2024-04-04 17:00:00,5,5,Bangkok
6065,2024-04-04 17:00:00,3,3,Chiang Mai
6067,2024-04-04 18:00:00,5,5,Chiang Mai
6066,2024-04-04 18:00:00,5,5,Bangkok
6068,2024-04-04 19:00:00,3,3,Bangkok
6069,2024-04-04 19:00:00,2,2,Chiang Mai
6070,2024-04-04 20:00:00,5,5,Bangkok
6071,2024-04-04 20:00:00,3,3,Chiang Mai
6072,2024-04-04 21:00:00,4,4,Bangkok
6073,2024-04-04 21:00:00,4,3,Chiang Mai
6074,2024-04-04 22:00:00,3,3,Bangkok
6075,2024-04-04 22:00:00,4,5,Chiang Mai
6076,2024-04-04 23:00:00,5,5,Bangkok
6077,2024-04-04 23:00:00,5,5,Chiang Mai
6079,2024-04-05 00:00:00,5,5,Chiang Mai
6078,2024-04-05 00:00:00,5,5,Bangkok
6080,2024-04-05 01:00:00,4,3,Bangkok
6081,2024-04-05 01:00:00,2,3,Chiang Mai
6082,2024-04-05 02:00:00,4,4,Bangkok
6083,2024-04-05 02:00:00,5,5,Chiang Mai
6084,2024-04-05 03:00:00,4,4,Bangkok
6085,2024-04-05 03:00:00,4,4,Chiang Mai
6086,2024-04-05 04:00:00,2,2,Bangkok
6087,2024-04-05 04:00:00,5,5,Chiang Mai
6088,2024-04-05 05:00:00,3,4,Bangkok
6089,2024-04-05 05:00:00,3,5,Chiang Mai
6090,2024-04-05 06:00:00,5,5,Bangkok
6091,2024-04-05 06:00:00,4,4,Chiang Mai
6093,2024-04-05 07:00:00,5,5,Chiang Mai
6092,2024-04-05 07:00:00,2,2,Bangkok
6095,2024-04-05 08:00:00,4,3,Chiang Mai
6094,2024-04-05 08:00:00,5,5,Bangkok
6096,2024-04-05 09:00:00,3,3,Bangkok
6097,2024-04-05 09:00:00,3,3,Chiang Mai
6098,2024-04-05 10:00:00,3,3,Bangkok
6099,2024-04-05 10:00:00,4,4,Chiang Mai
6100,2024-04-05 11:00:00,5,5,Bangkok
6101,2024-04-05 11:00:00,5,5,Chiang Mai
6102,2024-04-05 12:00:00,5,5,Bangkok
6103,2024-04-05 12:00:00,4,4,Chiang Mai
6104,2024-04-05 13:00:00,5,4,Bangkok
6105,2024-04-05 13:00:00,5,5,Chiang Mai
6106,2024-04-05 14:00:00,4,4,Bangkok
6107,2024-04-05 14:00:00,5,5,Chiang Mai
6109,2024-04-05 15:00:00,4,5,Chiang Mai
6108,2024-04-05 15:00:00,5,5,Bangkok
6110,2024-04-05 16:00:00,5,5,Bangkok
6111,2024-04-05 16:00:00,5,5,Chiang Mai
6112,2024-04-05 17:00:00,5,5,Bangkok
6113,2024-04-05 17:00:00,4,4,Chiang Mai
6114,2024-04-05 18:00:00,5,5,Bangkok
6115,2024-04-05 18:00:00,5,5,Chiang Mai
6116,2024-04-05 19:00:00,3,3,Bangkok
6117,2024-04-05 19:00:00,4,4,Chiang Mai
6118,2024-04-05 20:00:00,3,4,Bangkok
6119,2024-04-05 20:00:00,5,5,Chiang Mai
6121,2024-04-05 21:00:00,4,4,Chiang Mai
6120,2024-04-05 21:00:00,4,4,Bangkok
6122,2024-04-05 22:00:00,2,2,Bangkok
6123,2024-04-05 22:00:00,3,3,Chiang Mai
6124,2024-04-05 23:00:00,5,5,Bangkok
6125,2024-04-05 23:00:00,5,5,Chiang Mai
6126,2024-04-06 00:00:00,5,5,Bangkok
6127,2024-04-06 00:00:00,4,5,Chiang Mai
6128,2024-04-06 01:00:00,5,5,Bangkok
6129,2024-04-06 01:00:00,4,3,Chiang Mai
6130,2024-04-06 02:00:00,3,3,Bangkok
6131,2024-04-06 02:00:00,4,4,Chiang Mai
6133,2024-04-06 03:00:00,3,3,Chiang Mai
6132,2024-04-06 03:00:00,4,3,Bangkok
6134,2024-04-06 04:00:00,4,4,Bangkok
6135,2024-04-06 04:00:00,3,5,Chiang Mai
6136,2024-04-06 05:00:00,5,5,Bangkok
6137,2024-04-06 05:00:00,2,2,Chiang Mai
6138,2024-04-06 06:00:00,5,5,Bangkok
6139,2024-04-06 06:00:00,4,4,Chiang Mai
6140,2024-04-06 07:00:00,4,4,Bangkok
6141,2024-04-06 07:00:00,3,3,Chiang Mai
6143,2024-04-07 08:00:00,5,5,Chiang Mai
6142,2024-04-07 08:00:00,4,5,Bangkok
6145,2024-04-07 09:00:00,4,4,Chiang Mai
6144,2024-04-07 09:00:00,5,5,Bangkok
6146,2024-04-07 10:00:00,5,5,Bangkok
6147,2024-04-07 10:00:00,5,4,Chiang Mai
6148,2024-04-07 11:00:00,5,4,Bangkok
6149,2024-04-07 11:00:00,5,5,Chiang Mai
6150,2024-04-07 12:00:00,3,3,Bangkok
6151,2024-04-07 12:00:00,4,4,Chiang Mai
6152,2024-04-07 13:00:00,4,4,Bangkok
6153,2024-04-07 13:00:00,3,3,Chiang Mai
6154,2024-04-07 14:00:00,3,3,Bangkok
6155,2024-04-07 14:00:00,3,3,Chiang Mai
6157,2024-04-07 15:00:00,5,5,Chiang Mai
6156,2024-04-07 15:00:00,4,4,Bangkok
6158,2024-04-07 16:00:00,5,4,Bangkok
6159,2024-04-07 16:00:00,5,5,Chiang Mai
6160,2024-04-07 17:00:00,5,5,Bangkok
6161,2024-04-07 17:00:00,5,5,Chiang Mai
6162,2024-04-07 18:00:00,4,4,Bangkok
6163,2024-04-07 18:00:00,1,1,Chiang Mai
6164,2024-04-07 19:00:00,5,5,Bangkok
6165,2024-04-07 19:00:00,5,5,Chiang Mai
6166,2024-04-07 20:00:00,4,4,Bangkok
6167,2024-04-07 20:00:00,5,5,Chiang Mai
6169,2024-04-07 21:00:00,5,5,Chiang Mai
6168,2024-04-07 21:00:00,4,4,Bangkok
6170,2024-04-07 22:00:00,3,3,Bangkok
6171,2024-04-07 22:00:00,5,5,Chiang Mai
6172,2024-04-07 23:00:00,5,5,Bangkok
6173,2024-04-07 23:00:00,5,5,Chiang Mai
6174,2024-04-08 00:00:00,4,4,Bangkok
6175,2024-04-08 00:00:00,5,5,Chiang Mai
6176,2024-04-08 01:00:00,4,4,Bangkok
6177,2024-04-08 01:00:00,4,3,Chiang Mai
6178,2024-04-08 02:00:00,3,3,Bangkok
6179,2024-04-08 02:00:00,5,4,Chiang Mai
6181,2024-04-08 03:00:00,1,2,Chiang Mai
6180,2024-04-08 03:00:00,4,4,Bangkok
6182,2024-04-08 04:00:00,4,3,Bangkok
6183,2024-04-08 04:00:00,5,5,Chiang Mai
6184,2024-04-08 05:00:00,5,5,Bangkok
6185,2024-04-08 05:00:00,5,5,Chiang Mai
6186,2024-04-08 06:00:00,5,5,Bangkok
6187,2024-04-08 06:00:00,3,5,Chiang Mai
6188,2024-04-08 07:00:00,5,5,Bangkok
6189,2024-04-08 07:00:00,5,5,Chiang Mai
6190,2024-04-08 08:00:00,4,4,Bangkok
6191,2024-04-08 08:00:00,4,4,Chiang Mai
6192,2024-04-08 09:00:00,5,5,Bangkok
6193,2024-04-08 09:00:00,3,3,Chiang Mai
6195,2024-04-08 10:00:00,5,5,Chiang Mai
6194,2024-04-08 10:00:00,5,4,Bangkok
6196,2024-04-08 11:00:00,1,2,Bangkok
6197,2024-04-08 11:00:00,5,5,Chiang Mai
6198,2024-04-08 12:00:00,5,5,Bangkok
6199,2024-04-08 12:00:00,3,3,Chiang Mai
6200,2024-04-08 13:00:00,3,2,Bangkok
6201,2024-04-08 13:00:00,5,5,Chiang Mai
6202,2024-04-08 14:00:00,4,4,Bangkok
6203,2024-04-08 14:00:00,5,5,Chiang Mai
6204,2024-04-08 15:00:00,4,4,Bangkok
6205,2024-04-08 15:00:00,4,3,Chiang Mai
6207,2024-04-08 16:00:00,5,5,Chiang Mai
6206,2024-04-08 16:00:00,3,3,Bangkok
6208,2024-04-08 17:00:00,2,2,Bangkok
6209,2024-04-08 17:00:00,2,1,Chiang Mai
6210,2024-04-08 18:00:00,5,5,Bangkok
6211,2024-04-08 18:00:00,5,5,Chiang Mai
6212,2024-04-08 19:00:00,5,5,Bangkok
6213,2024-04-08 19:00:00,5,5,Chiang Mai
6214,2024-04-08 20:00:00,4,5,Bangkok
6215,2024-04-08 20:00:00,3,3,Chiang Mai
6216,2024-04-08 21:00:00,2,3,Bangkok
6217,2024-04-08 21:00:00,5,5,Chiang Mai
6219,2024-04-08 22:00:00,5,4,Chiang Mai
6218,2024-04-08 22:00:00,3,3,Bangkok
6220,2024-04-08 23:00:00,3,3,Bangkok
6221,2024-04-08 23:00:00,5,5,Chiang Mai
6222,2024-04-09 00:00:00,5,5,Bangkok
6223,2024-04-09 00:00:00,5,5,Chiang Mai
6224,2024-04-09 01:00:00,3,5,Bangkok
6225,2024-04-09 01:00:00,3,3,Chiang Mai
6226,2024-04-09 02:00:00,5,5,Bangkok
6227,2024-04-09 02:00:00,4,4,Chiang Mai
6228,2024-04-09 03:00:00,3,3,Bangkok
6229,2024-04-09 03:00:00,5,5,Chiang Mai
6231,2024-04-09 04:00:00,4,3,Chiang Mai
6230,2024-04-09 04:00:00,4,4,Bangkok
6232,2024-04-09 05:00:00,5,5,Bangkok
6233,2024-04-09 05:00:00,5,5,Chiang Mai
6234,2024-04-09 06:00:00,5,4,Bangkok
6235,2024-04-09 06:00:00,5,5,Chiang Mai
6236,2024-04-09 07:00:00,5,5,Bangkok
6237,2024-04-09 07:00:00,2,2,Chiang Mai
6238,2024-04-09 08:00:00,5,3,Bangkok
6239,2024-04-09 08:00:00,4,4,Chiang Mai
6240,2024-04-09 09:00:00,2,2,Bangkok
6241,2024-04-09 09:00:00,2,2,Chiang Mai
6243,2024-04-09 10:00:00,5,5,Chiang Mai
6242,2024-04-09 10:00:00,4,4,Bangkok
6245,2024-04-09 11:00:00,2,5,Chiang Mai
6244,2024-04-09 11:00:00,2,2,Bangkok
6246,2024-04-09 12:00:00,5,5,Bangkok
6247,2024-04-09 12:00:00,5,5,Chiang Mai
6248,2024-04-09 13:00:00,5,4,Bangkok
6249,2024-04-09 13:00:00,3,3,Chiang Mai
6250,2024-04-09 14:00:00,4,4,Bangkok
6251,2024-04-09 14:00:00,5,5,Chiang Mai
6252,2024-04-09 15:00:00,5,5,Bangkok
6253,2024-04-09 15:00:00,3,3,Chiang Mai
6254,2024-04-09 16:00:00,5,5,Bangkok
6255,2024-04-09 16:00:00,4,3,Chiang Mai
6257,2024-04-09 17:00:00,4,5,Chiang Mai
6256,2024-04-09 17:00:00,5,5,Bangkok
6258,2024-04-09 18:00:00,3,4,Bangkok
6259,2024-04-09 18:00:00,4,4,Chiang Mai
6260,2024-04-09 19:00:00,5,5,Bangkok
6261,2024-04-09 19:00:00,5,5,Chiang Mai
6262,2024-04-09 20:00:00,4,3,Bangkok
6263,2024-04-09 20:00:00,5,5,Chiang Mai
6264,2024-04-09 21:00:00,3,3,Bangkok
6265,2024-04-09 21:00:00,4,5,Chiang Mai
6266,2024-04-09 22:00:00,5,5,Bangkok
6267,2024-04-09 22:00:00,5,5,Chiang Mai
6269,2024-04-09 23:00:00,4,4,Chiang Mai
6268,2024-04-09 23:00:00,2,2,Bangkok
6270,2024-04-10 00:00:00,5,5,Bangkok
6271,2024-04-10 00:00:00,5,5,Chiang Mai
6272,2024-04-10 01:00:00,3,3,Bangkok
6273,2024-04-10 01:00:00,5,5,Chiang Mai
6274,2024-04-10 02:00:00,5,5,Bangkok
6275,2024-04-10 02:00:00,3,2,Chiang Mai
6276,2024-04-10 03:00:00,4,4,Bangkok
6277,2024-04-10 03:00:00,4,4,Chiang Mai
6278,2024-04-10 04:00:00,4,5,Bangkok
6279,2024-04-10 04:00:00,5,5,Chiang Mai
6281,2024-04-10 05:00:00,5,5,Chiang Mai
6280,2024-04-10 05:00:00,5,5,Bangkok
6282,2024-04-10 06:00:00,3,3,Bangkok
6283,2024-04-10 06:00:00,3,3,Chiang Mai
6284,2024-04-10 07:00:00,5,5,Bangkok
6285,2024-04-10 07:00:00,5,5,Chiang Mai
6286,2024-04-10 08:00:00,5,5,Bangkok
6287,2024-04-10 08:00:00,5,5,Chiang Mai
6288,2024-04-10 09:00:00,4,4,Bangkok
6289,2024-04-10 09:00:00,4,5,Chiang Mai
6290,2024-04-10 10:00:00,5,5,Bangkok
6291,2024-04-10 10:00:00,4,4,Chiang Mai
6292,2024-04-10 11:00:00,4,4,Bangkok
6293,2024-04-10 11:00:00,1,2,Chiang Mai
6294,2024-04-10 12:00:00,2,5,Bangkok
6295,2024-04-10 12:00:00,5,5,Chiang Mai
6297,2024-04-10 13:00:00,5,5,Chiang Mai
6296,2024-04-10 13:00:00,5,5,Bangkok
6298,2024-04-10 14:00:00,3,3,Bangkok
6299,2024-04-10 14:00:00,4,4,Chiang Mai
6300,2024-04-10 15:00:00,4,4,Bangkok
6301,2024-04-10 15:00:00,5,5,Chiang Mai
6302,2024-04-10 16:00:00,1,1,Bangkok
6303,2024-04-10 16:00:00,5,5,Chiang Mai
6304,2024-04-10 17:00:00,4,5,Bangkok
6305,2024-04-10 17:00:00,5,5,Chiang Mai
6306,2024-04-10 18:00:00,2,2,Bangkok
6307,2024-04-10 18:00:00,5,5,Chiang Mai
6309,2024-04-10 19:00:00,3,3,Chiang Mai
6308,2024-04-10 19:00:00,1,1,Bangkok
6310,2024-04-10 20:00:00,5,5,Bangkok
6311,2024-04-10 20:00:00,5,5,Chiang Mai
6312,2024-04-10 21:00:00,5,5,Bangkok
6313,2024-04-10 21:00:00,5,4,Chiang Mai
6314,2024-04-10 22:00:00,5,5,Bangkok
6315,2024-04-10 22:00:00,5,5,Chiang Mai
6316,2024-04-10 23:00:00,2,2,Bangkok
6317,2024-04-10 23:00:00,5,4,Chiang Mai
6318,2024-04-11 00:00:00,3,2,Bangkok
6319,2024-04-11 00:00:00,5,5,Chiang Mai
6321,2024-04-11 01:00:00,5,5,Chiang Mai
6320,2024-04-11 01:00:00,4,4,Bangkok
6322,2024-04-11 02:00:00,5,5,Bangkok
6323,2024-04-11 02:00:00,5,5,Chiang Mai
6324,2024-04-11 03:00:00,5,5,Bangkok
6325,2024-04-11 03:00:00,5,5,Chiang Mai
6326,2024-04-11 04:00:00,4,4,Bangkok
6327,2024-04-11 04:00:00,5,5,Chiang Mai
6328,2024-04-11 05:00:00,4,5,Bangkok
6329,2024-04-11 05:00:00,4,4,Chiang Mai
6330,2024-04-11 06:00:00,4,4,Bangkok
6331,2024-04-11 06:00:00,5,5,Chiang Mai
6333,2024-04-11 07:00:00,5,5,Chiang Mai
6332,2024-04-11 07:00:00,5,5,Bangkok
6334,2024-04-11 08:00:00,4,3,Bangkok
6335,2024-04-11 08:00:00,4,4,Chiang Mai
6336,2024-04-11 09:00:00,4,4,Bangkok
6337,2024-04-11 09:00:00,1,5,Chiang Mai
6338,2024-04-11 10:00:00,5,5,Bangkok
6339,2024-04-11 10:00:00,5,5,Chiang Mai
6340,2024-04-11 11:00:00,5,5,Bangkok
6341,2024-04-11 11:00:00,4,3,Chiang Mai
6342,2024-04-11 12:00:00,4,5,Bangkok
6343,2024-04-11 12:00:00,5,5,Chiang Mai
6344,2024-04-11 13:00:00,1,1,Bangkok
6345,2024-04-11 13:00:00,5,5,Chiang Mai
6347,2024-04-11 14:00:00,4,3,Chiang Mai
6346,2024-04-11 14:00:00,5,5,Bangkok
6348,2024-04-11 15:00:00,4,4,Bangkok
6349,2024-04-11 15:00:00,5,5,Chiang Mai
6350,2024-04-11 16:00:00,5,5,Bangkok
6351,2024-04-11 16:00:00,3,3,Chiang Mai
6352,2024-04-11 17:00:00,4,3,Bangkok
6353,2024-04-11 17:00:00,5,5,Chiang Mai
6354,2024-04-11 18:00:00,3,3,Bangkok
6355,2024-04-11 18:00:00,4,4,Chiang Mai
6356,2024-04-11 19:00:00,5,5,Bangkok
6357,2024-04-11 19:00:00,3,3,Chiang Mai
6359,2024-04-11 20:00:00,3,3,Chiang Mai
6358,2024-04-11 20:00:00,5,5,Bangkok
6360,2024-04-11 21:00:00,5,5,Bangkok
6361,2024-04-11 21:00:00,5,5,Chiang Mai
6362,2024-04-11 22:00:00,5,5,Bangkok
6363,2024-04-11 22:00:00,5,5,Chiang Mai
6364,2024-04-11 23:00:00,5,5,Bangkok
6365,2024-04-11 23:00:00,5,5,Chiang Mai
6366,2024-04-12 00:00:00,5,5,Bangkok
6367,2024-04-12 00:00:00,4,4,Chiang Mai
6368,2024-04-12 01:00:00,2,2,Bangkok
6369,2024-04-12 01:00:00,3,3,Chiang Mai
6370,2024-04-12 02:00:00,4,5,Bangkok
6371,2024-04-12 02:00:00,5,5,Chiang Mai
6373,2024-04-12 03:00:00,5,5,Chiang Mai
6372,2024-04-12 03:00:00,5,5,Bangkok
6374,2024-04-12 04:00:00,5,5,Bangkok
6375,2024-04-12 04:00:00,5,5,Chiang Mai
6376,2024-04-12 05:00:00,5,5,Bangkok
6377,2024-04-12 05:00:00,3,2,Chiang Mai
6378,2024-04-12 06:00:00,4,4,Bangkok
6379,2024-04-12 06:00:00,5,5,Chiang Mai
6380,2024-04-12 07:00:00,5,5,Bangkok
6381,2024-04-12 07:00:00,5,4,Chiang Mai
6382,2024-04-12 08:00:00,4,4,Bangkok
6383,2024-04-12 08:00:00,5,5,Chiang Mai
6385,2024-04-12 09:00:00,5,5,Chiang Mai
6384,2024-04-12 09:00:00,2,3,Bangkok
6386,2024-04-12 10:00:00,5,5,Bangkok
6387,2024-04-12 10:00:00,5,5,Chiang Mai
6388,2024-04-12 11:00:00,4,4,Bangkok
6389,2024-04-12 11:00:00,2,2,Chiang Mai
6390,2024-04-12 12:00:00,5,5,Bangkok
6391,2024-04-12 12:00:00,5,5,Chiang Mai
6392,2024-04-12 13:00:00,3,3,Bangkok
6393,2024-04-12 13:00:00,2,2,Chiang Mai
6394,2024-04-12 14:00:00,1,2,Bangkok
6395,2024-04-12 14:00:00,4,4,Chiang Mai
6397,2024-04-12 15:00:00,5,5,Chiang Mai
6396,2024-04-12 15:00:00,4,4,Bangkok
6399,2024-04-12 16:00:00,3,3,Chiang Mai
6398,2024-04-12 16:00:00,5,5,Bangkok
6400,2024-04-12 17:00:00,5,5,Bangkok
6401,2024-04-12 17:00:00,5,5,Chiang Mai
6402,2024-04-12 18:00:00,5,5,Bangkok
6403,2024-04-12 18:00:00,4,4,Chiang Mai
6404,2024-04-12 19:00:00,3,5,Bangkok
6405,2024-04-12 19:00:00,3,3,Chiang Mai
6406,2024-04-12 20:00:00,4,4,Bangkok
6407,2024-04-12 20:00:00,4,4,Chiang Mai
6408,2024-04-12 21:00:00,1,1,Bangkok
6409,2024-04-12 21:00:00,5,5,Chiang Mai
6410,2024-04-12 22:00:00,2,3,Bangkok
6411,2024-04-12 22:00:00,5,5,Chiang Mai
6413,2024-04-12 23:00:00,4,5,Chiang Mai
6412,2024-04-12 23:00:00,3,3,Bangkok
6414,2024-04-13 00:00:00,5,5,Bangkok
6415,2024-04-13 00:00:00,5,5,Chiang Mai
6416,2024-04-13 01:00:00,5,5,Bangkok
6417,2024-04-13 01:00:00,1,1,Chiang Mai
6418,2024-04-13 02:00:00,4,3,Bangkok
6419,2024-04-13 02:00:00,5,5,Chiang Mai
6420,2024-04-13 03:00:00,1,1,Bangkok
6421,2024-04-13 03:00:00,5,5,Chiang Mai
6422,2024-04-13 04:00:00,5,5,Bangkok
6423,2024-04-13 04:00:00,5,5,Chiang Mai
6425,2024-04-13 05:00:00,5,5,Chiang Mai
6424,2024-04-13 05:00:00,3,3,Bangkok
6426,2024-04-13 06:00:00,5,5,Bangkok
6427,2024-04-13 06:00:00,3,2,Chiang Mai
6428,2024-04-13 07:00:00,3,3,Bangkok
6429,2024-04-13 07:00:00,5,5,Chiang Mai
6430,2024-04-13 08:00:00,5,5,Bangkok
6431,2024-04-13 08:00:00,5,5,Chiang Mai
6432,2024-04-13 09:00:00,4,4,Bangkok
6433,2024-04-13 09:00:00,4,4,Chiang Mai
6434,2024-04-13 10:00:00,5,5,Bangkok
6435,2024-04-13 10:00:00,5,5,Chiang Mai
6437,2024-04-13 11:00:00,2,5,Chiang Mai
6436,2024-04-13 11:00:00,5,5,Bangkok
6438,2024-04-13 12:00:00,4,4,Bangkok
6439,2024-04-13 12:00:00,4,5,Chiang Mai
6440,2024-04-13 13:00:00,5,5,Bangkok
6441,2024-04-13 13:00:00,5,5,Chiang Mai
6442,2024-04-13 14:00:00,5,5,Bangkok
6443,2024-04-13 14:00:00,5,5,Chiang Mai
6444,2024-04-13 15:00:00,5,5,Bangkok
6445,2024-04-13 15:00:00,4,4,Chiang Mai
6447,2024-04-13 16:00:00,2,2,Chiang Mai
6446,2024-04-13 16:00:00,5,5,Bangkok
6449,2024-04-13 17:00:00,4,5,Chiang Mai
6448,2024-04-13 17:00:00,5,5,Bangkok
6450,2024-04-13 18:00:00,4,3,Bangkok
6451,2024-04-13 18:00:00,5,5,Chiang Mai
6452,2024-04-13 19:00:00,5,5,Bangkok
6453,2024-04-13 19:00:00,4,4,Chiang Mai
6454,2024-04-13 20:00:00,5,5,Bangkok
6455,2024-04-13 20:00:00,3,3,Chiang Mai
6456,2024-04-13 21:00:00,5,5,Bangkok
6457,2024-04-13 21:00:00,5,5,Chiang Mai
6458,2024-04-13 22:00:00,4,3,Chiang Mai
6459,2024-04-13 22:00:00,5,4,Bangkok
6461,2024-04-13 23:00:00,5,5,Bangkok
6460,2024-04-13 23:00:00,5,5,Chiang Mai
6462,2024-04-14 00:00:00,3,3,Chiang Mai
6463,2024-04-14 00:00:00,5,5,Bangkok
6464,2024-04-14 01:00:00,5,5,Chiang Mai
6465,2024-04-14 01:00:00,5,5,Bangkok
6466,2024-04-14 02:00:00,3,3,Chiang Mai
6467,2024-04-14 02:00:00,5,5,Bangkok
6468,2024-04-14 03:00:00,3,3,Chiang Mai
6469,2024-04-14 03:00:00,5,5,Bangkok
6470,2024-04-14 04:00:00,5,4,Chiang Mai
6471,2024-04-14 04:00:00,4,4,Bangkok
6473,2024-04-14 05:00:00,5,5,Bangkok
6472,2024-04-14 05:00:00,4,4,Chiang Mai
6474,2024-04-14 06:00:00,5,5,Chiang Mai
6475,2024-04-14 06:00:00,5,5,Bangkok
6476,2024-04-14 07:00:00,5,5,Chiang Mai
6477,2024-04-14 07:00:00,4,4,Bangkok
6478,2024-04-14 08:00:00,4,4,Chiang Mai
6479,2024-04-14 08:00:00,5,5,Bangkok
6480,2024-04-14 09:00:00,4,4,Chiang Mai
6481,2024-04-14 09:00:00,4,4,Bangkok
6482,2024-04-14 10:00:00,5,5,Chiang Mai
6483,2024-04-14 10:00:00,4,4,Bangkok
6485,2024-04-14 11:00:00,5,5,Bangkok
6484,2024-04-14 11:00:00,5,4,Chiang Mai
6486,2024-04-14 12:00:00,4,4,Chiang Mai
6487,2024-04-14 12:00:00,4,4,Bangkok
6488,2024-04-14 13:00:00,5,5,Chiang Mai
6489,2024-04-14 13:00:00,5,5,Bangkok
6490,2024-04-14 14:00:00,5,5,Chiang Mai
6491,2024-04-14 14:00:00,5,5,Bangkok
6492,2024-04-14 15:00:00,4,4,Chiang Mai
6493,2024-04-14 15:00:00,5,5,Bangkok
6494,2024-04-14 16:00:00,3,4,Chiang Mai
6495,2024-04-14 16:00:00,5,5,Bangkok
6496,2024-04-14 17:00:00,5,5,Chiang Mai
6497,2024-04-14 17:00:00,3,3,Bangkok
6498,2024-04-14 18:00:00,5,5,Chiang Mai
6499,2024-04-14 18:00:00,5,5,Bangkok
6500,2024-04-14 19:00:00,5,5,Chiang Mai
6501,2024-04-14 19:00:00,5,5,Bangkok
6502,2024-04-14 20:00:00,2,2,Chiang Mai
6503,2024-04-14 20:00:00,5,5,Bangkok
6505,2024-04-14 21:00:00,4,4,Bangkok
6504,2024-04-14 21:00:00,2,2,Chiang Mai
6506,2024-04-14 22:00:00,5,5,Chiang Mai
6507,2024-04-14 22:00:00,4,5,Bangkok
6508,2024-04-14 23:00:00,5,5,Chiang Mai
6509,2024-04-14 23:00:00,5,5,Bangkok
6510,2024-04-15 00:00:00,5,5,Chiang Mai
6511,2024-04-15 00:00:00,5,5,Bangkok
6512,2024-04-15 01:00:00,4,4,Chiang Mai
6513,2024-04-15 01:00:00,2,2,Bangkok
6514,2024-04-15 02:00:00,5,5,Chiang Mai
6515,2024-04-15 02:00:00,5,5,Bangkok
